soft_name,missing,TP,FN,FP,TN,optimal_th,Accuracy,precision,NPV,Sensitivity,Specificity,F1,MCC
CADD_splice+spliceAI+Trap+pangolin+squirls,0,15.000000,9.000000,26.000000,211.000000,2.0000,0.8659,0.3659,0.9591,0.6250,0.8903,0.4615,0.4092
CADD_splice+spliceAI+Trap+pangolin+spliceogen,0,15.000000,9.000000,25.000000,212.000000,2.0000,0.8697,0.3750,0.9593,0.6250,0.8945,0.4688,0.4167
CADD_splice+spliceAI+Trap+squirls+spliceogen,0,14.000000,10.000000,44.000000,193.000000,2.0000,0.7931,0.2414,0.9507,0.5833,0.8143,0.3415,0.2764
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,23.000000,1.000000,199.000000,38.000000,2.0000,0.2337,0.1036,0.9744,0.9583,0.1603,0.1870,0.0962
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,23.000000,1.000000,199.000000,38.000000,2.0000,0.2337,0.1036,0.9744,0.9583,0.1603,0.1870,0.0962
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,23.000000,1.000000,201.000000,36.000000,2.0000,0.2261,0.1027,0.9730,0.9583,0.1519,0.1855,0.0913
CADD_splice+spliceAI+SPIDEX_dpsi+pangolin+squirls,0,16.000000,8.000000,63.000000,174.000000,2.0000,0.7280,0.2025,0.9560,0.6667,0.7342,0.3107,0.2521
CADD_splice+spliceAI+SPIDEX_dpsi+pangolin+spliceogen,0,16.000000,8.000000,49.000000,188.000000,2.0000,0.7816,0.2462,0.9592,0.6667,0.7932,0.3596,0.3073
CADD_splice+spliceAI+SPIDEX_dpsi+squirls+spliceogen,0,17.000000,7.000000,79.000000,158.000000,2.0000,0.6705,0.1771,0.9576,0.7083,0.6667,0.2833,0.2247
CADD_splice+spliceAI+SPIDEX_zscore+pangolin+squirls,0,16.000000,8.000000,63.000000,174.000000,2.0000,0.7280,0.2025,0.9560,0.6667,0.7342,0.3107,0.2521
CADD_splice+spliceAI+SPIDEX_zscore+pangolin+spliceogen,0,16.000000,8.000000,49.000000,188.000000,2.0000,0.7816,0.2462,0.9592,0.6667,0.7932,0.3596,0.3073
CADD_splice+spliceAI+SPIDEX_zscore+squirls+spliceogen,0,17.000000,7.000000,79.000000,158.000000,2.0000,0.6705,0.1771,0.9576,0.7083,0.6667,0.2833,0.2247
CADD_splice+spliceAI+pangolin+squirls+spliceogen,0,15.000000,9.000000,38.000000,199.000000,2.0000,0.8199,0.2830,0.9567,0.6250,0.8397,0.3896,0.3338
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,23.000000,1.000000,198.000000,39.000000,2.0000,0.2375,0.1041,0.9750,0.9583,0.1646,0.1878,0.0986
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,23.000000,1.000000,198.000000,39.000000,2.0000,0.2375,0.1041,0.9750,0.9583,0.1646,0.1878,0.0986
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
CADD_splice+Trap+SPIDEX_dpsi+pangolin+squirls,0,16.000000,8.000000,58.000000,179.000000,2.0000,0.7471,0.2162,0.9572,0.6667,0.7553,0.3265,0.2705
CADD_splice+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,16.000000,8.000000,51.000000,186.000000,2.0000,0.7739,0.2388,0.9588,0.6667,0.7848,0.3516,0.2987
CADD_splice+Trap+SPIDEX_dpsi+squirls+spliceogen,0,16.000000,8.000000,77.000000,160.000000,2.0000,0.6743,0.1720,0.9524,0.6667,0.6751,0.2735,0.2062
CADD_splice+Trap+SPIDEX_zscore+pangolin+squirls,0,16.000000,8.000000,58.000000,179.000000,2.0000,0.7471,0.2162,0.9572,0.6667,0.7553,0.3265,0.2705
CADD_splice+Trap+SPIDEX_zscore+pangolin+spliceogen,0,16.000000,8.000000,51.000000,186.000000,2.0000,0.7739,0.2388,0.9588,0.6667,0.7848,0.3516,0.2987
CADD_splice+Trap+SPIDEX_zscore+squirls+spliceogen,0,16.000000,8.000000,77.000000,160.000000,2.0000,0.6743,0.1720,0.9524,0.6667,0.6751,0.2735,0.2062
CADD_splice+Trap+pangolin+squirls+spliceogen,0,14.000000,10.000000,39.000000,198.000000,2.0000,0.8123,0.2642,0.9519,0.5833,0.8354,0.3636,0.3008
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,23.000000,1.000000,198.000000,39.000000,2.0000,0.2375,0.1041,0.9750,0.9583,0.1646,0.1878,0.0986
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,23.000000,1.000000,198.000000,39.000000,2.0000,0.2375,0.1041,0.9750,0.9583,0.1646,0.1878,0.0986
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,23.000000,1.000000,203.000000,34.000000,2.0000,0.2184,0.1018,0.9714,0.9583,0.1435,0.1840,0.0863
CADD_splice+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,17.000000,7.000000,73.000000,164.000000,2.0000,0.6935,0.1889,0.9591,0.7083,0.6920,0.2982,0.2434
CADD_splice+SPIDEX_zscore+pangolin+squirls+spliceogen,0,17.000000,7.000000,73.000000,164.000000,2.0000,0.6935,0.1889,0.9591,0.7083,0.6920,0.2982,0.2434
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,23.000000,1.000000,202.000000,35.000000,2.0000,0.2222,0.1022,0.9722,0.9583,0.1477,0.1847,0.0888
spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls,0,16.000000,8.000000,68.000000,169.000000,2.0000,0.7088,0.1905,0.9548,0.6667,0.7131,0.2963,0.2349
spliceAI+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,16.000000,8.000000,59.000000,178.000000,2.0000,0.7433,0.2133,0.9570,0.6667,0.7511,0.3232,0.2667
spliceAI+Trap+SPIDEX_dpsi+squirls+spliceogen,0,17.000000,7.000000,83.000000,154.000000,2.0000,0.6552,0.1700,0.9565,0.7083,0.6498,0.2742,0.2129
spliceAI+Trap+SPIDEX_zscore+pangolin+squirls,0,16.000000,8.000000,68.000000,169.000000,2.0000,0.7088,0.1905,0.9548,0.6667,0.7131,0.2963,0.2349
spliceAI+Trap+SPIDEX_zscore+pangolin+spliceogen,0,16.000000,8.000000,59.000000,178.000000,2.0000,0.7433,0.2133,0.9570,0.6667,0.7511,0.3232,0.2667
spliceAI+Trap+SPIDEX_zscore+squirls+spliceogen,0,17.000000,7.000000,83.000000,154.000000,2.0000,0.6552,0.1700,0.9565,0.7083,0.6498,0.2742,0.2129
spliceAI+Trap+pangolin+squirls+spliceogen,0,15.000000,9.000000,46.000000,191.000000,2.0000,0.7893,0.2459,0.9550,0.6250,0.8059,0.3529,0.2942
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,23.000000,1.000000,202.000000,35.000000,2.0000,0.2222,0.1022,0.9722,0.9583,0.1477,0.1847,0.0888
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,23.000000,1.000000,205.000000,32.000000,2.0000,0.2107,0.1009,0.9697,0.9583,0.1350,0.1825,0.0812
spliceAI+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,17.000000,7.000000,80.000000,157.000000,2.0000,0.6667,0.1753,0.9573,0.7083,0.6624,0.2810,0.2217
spliceAI+SPIDEX_zscore+pangolin+squirls+spliceogen,0,17.000000,7.000000,80.000000,157.000000,2.0000,0.6667,0.1753,0.9573,0.7083,0.6624,0.2810,0.2217
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,23.000000,1.000000,198.000000,39.000000,2.0000,0.2375,0.1041,0.9750,0.9583,0.1646,0.1878,0.0986
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,23.000000,1.000000,205.000000,32.000000,2.0000,0.2107,0.1009,0.9697,0.9583,0.1350,0.1825,0.0812
Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,17.000000,7.000000,78.000000,159.000000,2.0000,0.6743,0.1789,0.9578,0.7083,0.6709,0.2857,0.2277
Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,17.000000,7.000000,78.000000,159.000000,2.0000,0.6743,0.1789,0.9578,0.7083,0.6709,0.2857,0.2277
SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,203.000000,34.000000,2.0000,0.2184,0.1018,0.9714,0.9583,0.1435,0.1840,0.0863
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,23.000000,1.000000,202.000000,35.000000,2.0000,0.2222,0.1022,0.9722,0.9583,0.1477,0.1847,0.0888
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls,0,16.000000,8.000000,68.000000,169.000000,2.0000,0.7088,0.1905,0.9548,0.6667,0.7131,0.2963,0.2349
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,16.000000,8.000000,59.000000,178.000000,2.0000,0.7433,0.2133,0.9570,0.6667,0.7511,0.3232,0.2667
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+squirls+spliceogen,0,17.000000,7.000000,83.000000,154.000000,2.0000,0.6552,0.1700,0.9565,0.7083,0.6498,0.2742,0.2129
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+squirls,0,16.000000,8.000000,68.000000,169.000000,2.0000,0.7088,0.1905,0.9548,0.6667,0.7131,0.2963,0.2349
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+spliceogen,0,16.000000,8.000000,59.000000,178.000000,2.0000,0.7433,0.2133,0.9570,0.6667,0.7511,0.3232,0.2667
CADD_splice+spliceAI+Trap+SPIDEX_zscore+squirls+spliceogen,0,17.000000,7.000000,83.000000,154.000000,2.0000,0.6552,0.1700,0.9565,0.7083,0.6498,0.2742,0.2129
CADD_splice+spliceAI+Trap+pangolin+squirls+spliceogen,0,15.000000,9.000000,46.000000,191.000000,2.0000,0.7893,0.2459,0.9550,0.6250,0.8059,0.3529,0.2942
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,23.000000,1.000000,202.000000,35.000000,2.0000,0.2222,0.1022,0.9722,0.9583,0.1477,0.1847,0.0888
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,23.000000,1.000000,205.000000,32.000000,2.0000,0.2107,0.1009,0.9697,0.9583,0.1350,0.1825,0.0812
CADD_splice+spliceAI+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,17.000000,7.000000,80.000000,157.000000,2.0000,0.6667,0.1753,0.9573,0.7083,0.6624,0.2810,0.2217
CADD_splice+spliceAI+SPIDEX_zscore+pangolin+squirls+spliceogen,0,17.000000,7.000000,80.000000,157.000000,2.0000,0.6667,0.1753,0.9573,0.7083,0.6624,0.2810,0.2217
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,23.000000,1.000000,198.000000,39.000000,2.0000,0.2375,0.1041,0.9750,0.9583,0.1646,0.1878,0.0986
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,23.000000,1.000000,200.000000,37.000000,2.0000,0.2299,0.1031,0.9737,0.9583,0.1561,0.1862,0.0938
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,23.000000,1.000000,205.000000,32.000000,2.0000,0.2107,0.1009,0.9697,0.9583,0.1350,0.1825,0.0812
CADD_splice+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,17.000000,7.000000,78.000000,159.000000,2.0000,0.6743,0.1789,0.9578,0.7083,0.6709,0.2857,0.2277
CADD_splice+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,17.000000,7.000000,78.000000,159.000000,2.0000,0.6743,0.1789,0.9578,0.7083,0.6709,0.2857,0.2277
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,203.000000,34.000000,2.0000,0.2184,0.1018,0.9714,0.9583,0.1435,0.1840,0.0863
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,23.000000,1.000000,201.000000,36.000000,2.0000,0.2261,0.1027,0.9730,0.9583,0.1519,0.1855,0.0913
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,23.000000,1.000000,203.000000,34.000000,2.0000,0.2184,0.1018,0.9714,0.9583,0.1435,0.1840,0.0863
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,23.000000,1.000000,206.000000,31.000000,2.0000,0.2069,0.1004,0.9688,0.9583,0.1308,0.1818,0.0785
spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,17.000000,7.000000,84.000000,153.000000,2.0000,0.6513,0.1683,0.9563,0.7083,0.6456,0.2720,0.2100
spliceAI+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,17.000000,7.000000,84.000000,153.000000,2.0000,0.6513,0.1683,0.9563,0.7083,0.6456,0.2720,0.2100
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,206.000000,31.000000,2.0000,0.2069,0.1004,0.9688,0.9583,0.1308,0.1818,0.0785
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,205.000000,32.000000,2.0000,0.2107,0.1009,0.9697,0.9583,0.1350,0.1825,0.0812
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,23.000000,1.000000,201.000000,36.000000,2.0000,0.2261,0.1027,0.9730,0.9583,0.1519,0.1855,0.0913
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,23.000000,1.000000,203.000000,34.000000,2.0000,0.2184,0.1018,0.9714,0.9583,0.1435,0.1840,0.0863
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,23.000000,1.000000,206.000000,31.000000,2.0000,0.2069,0.1004,0.9688,0.9583,0.1308,0.1818,0.0785
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,17.000000,7.000000,84.000000,153.000000,2.0000,0.6513,0.1683,0.9563,0.7083,0.6456,0.2720,0.2100
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,17.000000,7.000000,84.000000,153.000000,2.0000,0.6513,0.1683,0.9563,0.7083,0.6456,0.2720,0.2100
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,206.000000,31.000000,2.0000,0.2069,0.1004,0.9688,0.9583,0.1308,0.1818,0.0785
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,205.000000,32.000000,2.0000,0.2107,0.1009,0.9697,0.9583,0.1350,0.1825,0.0812
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,207.000000,30.000000,2.0000,0.2031,0.1000,0.9677,0.9583,0.1266,0.1811,0.0758
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,23.000000,1.000000,207.000000,30.000000,2.0000,0.2031,0.1000,0.9677,0.9583,0.1266,0.1811,0.0758
CADD_splice+spliceAI,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+pangolin,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+squirls,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceogen,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+pangolin,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+squirls,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+spliceogen,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+pangolin,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+squirls,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+spliceogen,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,3.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+SPIDEX_dpsi,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+SPIDEX_zscore,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+pangolin,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+squirls,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+spliceAI+spliceogen,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+SPIDEX_dpsi,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+SPIDEX_zscore,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+pangolin,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+squirls,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+Trap+spliceogen,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_dpsi+pangolin,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_dpsi+squirls,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_dpsi+spliceogen,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_zscore+pangolin,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_zscore+squirls,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+SPIDEX_zscore+spliceogen,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+pangolin+squirls,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+pangolin+spliceogen,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
CADD_splice+squirls+spliceogen,0,1.000000,23.000000,0.000000,237.000000,3.0000,0.9119,1.0000,0.9115,0.0417,1.0000,0.0800,0.1949
spliceAI+Trap+SPIDEX_dpsi,0,9.000000,15.000000,5.000000,232.000000,3.0000,0.9234,0.6429,0.9393,0.3750,0.9789,0.4737,0.4539
spliceAI+Trap+SPIDEX_zscore,0,9.000000,15.000000,5.000000,232.000000,3.0000,0.9234,0.6429,0.9393,0.3750,0.9789,0.4737,0.4539
spliceAI+Trap+pangolin,0,9.000000,15.000000,4.000000,233.000000,3.0000,0.9272,0.6923,0.9395,0.3750,0.9831,0.4865,0.4757
spliceAI+Trap+squirls,0,9.000000,15.000000,6.000000,231.000000,3.0000,0.9195,0.6000,0.9390,0.3750,0.9747,0.4615,0.4342
spliceAI+Trap+spliceogen,0,9.000000,15.000000,7.000000,230.000000,3.0000,0.9157,0.5625,0.9388,0.3750,0.9705,0.4500,0.4161
spliceAI+SPIDEX_dpsi+SPIDEX_zscore,0,15.000000,9.000000,21.000000,216.000000,3.0000,0.8851,0.4167,0.9600,0.6250,0.9114,0.5000,0.4495
spliceAI+SPIDEX_dpsi+pangolin,0,14.000000,10.000000,8.000000,229.000000,3.0000,0.9310,0.6364,0.9582,0.5833,0.9662,0.6087,0.5716
spliceAI+SPIDEX_dpsi+squirls,0,13.000000,11.000000,11.000000,226.000000,3.0000,0.9157,0.5417,0.9536,0.5417,0.9536,0.5417,0.4953
spliceAI+SPIDEX_dpsi+spliceogen,0,14.000000,10.000000,15.000000,222.000000,3.0000,0.9042,0.4828,0.9569,0.5833,0.9367,0.5283,0.4782
spliceAI+SPIDEX_zscore+pangolin,0,14.000000,10.000000,8.000000,229.000000,3.0000,0.9310,0.6364,0.9582,0.5833,0.9662,0.6087,0.5716
spliceAI+SPIDEX_zscore+squirls,0,13.000000,11.000000,11.000000,226.000000,3.0000,0.9157,0.5417,0.9536,0.5417,0.9536,0.5417,0.4953
spliceAI+SPIDEX_zscore+spliceogen,0,14.000000,10.000000,15.000000,222.000000,3.0000,0.9042,0.4828,0.9569,0.5833,0.9367,0.5283,0.4782
spliceAI+pangolin+squirls,0,12.000000,12.000000,6.000000,231.000000,3.0000,0.9310,0.6667,0.9506,0.5000,0.9747,0.5714,0.5413
spliceAI+pangolin+spliceogen,0,13.000000,11.000000,8.000000,229.000000,3.0000,0.9272,0.6190,0.9542,0.5417,0.9662,0.5778,0.5396
spliceAI+squirls+spliceogen,0,13.000000,11.000000,12.000000,225.000000,3.0000,0.9119,0.5200,0.9534,0.5417,0.9494,0.5306,0.4821
Trap+SPIDEX_dpsi+SPIDEX_zscore,0,9.000000,15.000000,17.000000,220.000000,3.0000,0.8774,0.3462,0.9362,0.3750,0.9283,0.3600,0.2926
Trap+SPIDEX_dpsi+pangolin,0,9.000000,15.000000,3.000000,234.000000,3.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
Trap+SPIDEX_dpsi+squirls,0,9.000000,15.000000,13.000000,224.000000,3.0000,0.8927,0.4091,0.9372,0.3750,0.9451,0.3913,0.3330
Trap+SPIDEX_dpsi+spliceogen,0,9.000000,15.000000,8.000000,229.000000,3.0000,0.9119,0.5294,0.9385,0.3750,0.9662,0.4390,0.3996
