soft_name,missing,TP,FN,FP,TN,optimal_th,Accuracy,precision,NPV,Sensitivity,Specificity,F1,MCC
CADD_splice+spliceAI+SPIDEX_zscore+squirls+spliceogen,0,13.000000,11.000000,10.000000,227.000000,4.0000,0.9195,0.5652,0.9538,0.5417,0.9578,0.5532,0.5091
CADD_splice+spliceAI+pangolin+squirls+spliceogen,0,12.000000,12.000000,6.000000,231.000000,4.0000,0.9310,0.6667,0.9506,0.5000,0.9747,0.5714,0.5413
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,9.000000,15.000000,3.000000,234.000000,4.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,9.000000,15.000000,13.000000,224.000000,4.0000,0.8927,0.4091,0.9372,0.3750,0.9451,0.3913,0.3330
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,9.000000,15.000000,8.000000,229.000000,4.0000,0.9119,0.5294,0.9385,0.3750,0.9662,0.4390,0.3996
CADD_splice+Trap+SPIDEX_dpsi+pangolin+squirls,0,9.000000,15.000000,3.000000,234.000000,4.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,9.000000,15.000000,3.000000,234.000000,4.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+Trap+SPIDEX_dpsi+squirls+spliceogen,0,9.000000,15.000000,7.000000,230.000000,4.0000,0.9157,0.5625,0.9388,0.3750,0.9705,0.4500,0.4161
CADD_splice+Trap+SPIDEX_zscore+pangolin+squirls,0,9.000000,15.000000,3.000000,234.000000,4.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+Trap+SPIDEX_zscore+pangolin+spliceogen,0,9.000000,15.000000,3.000000,234.000000,4.0000,0.9310,0.7500,0.9398,0.3750,0.9873,0.5000,0.4999
CADD_splice+Trap+SPIDEX_zscore+squirls+spliceogen,0,9.000000,15.000000,7.000000,230.000000,4.0000,0.9157,0.5625,0.9388,0.3750,0.9705,0.4500,0.4161
CADD_splice+Trap+pangolin+squirls+spliceogen,0,9.000000,15.000000,4.000000,233.000000,4.0000,0.9272,0.6923,0.9395,0.3750,0.9831,0.4865,0.4757
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,12.000000,12.000000,5.000000,232.000000,4.0000,0.9349,0.7059,0.9508,0.5000,0.9789,0.5854,0.5608
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,13.000000,11.000000,7.000000,230.000000,4.0000,0.9310,0.6500,0.9544,0.5417,0.9705,0.5909,0.5563
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,13.000000,11.000000,22.000000,215.000000,4.0000,0.8736,0.3714,0.9513,0.5417,0.9072,0.4407,0.3806
CADD_splice+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,12.000000,12.000000,5.000000,232.000000,4.0000,0.9349,0.7059,0.9508,0.5000,0.9789,0.5854,0.5608
CADD_splice+SPIDEX_zscore+pangolin+squirls+spliceogen,0,12.000000,12.000000,5.000000,232.000000,4.0000,0.9349,0.7059,0.9508,0.5000,0.9789,0.5854,0.5608
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,14.000000,10.000000,10.000000,227.000000,4.0000,0.9234,0.5833,0.9578,0.5833,0.9578,0.5833,0.5411
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,13.000000,11.000000,19.000000,218.000000,4.0000,0.8851,0.4062,0.9520,0.5417,0.9198,0.4643,0.4066
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,14.000000,10.000000,18.000000,219.000000,4.0000,0.8927,0.4375,0.9563,0.5833,0.9241,0.5000,0.4470
spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls,0,12.000000,12.000000,8.000000,229.000000,4.0000,0.9234,0.6000,0.9502,0.5000,0.9662,0.5455,0.5065
spliceAI+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,13.000000,11.000000,10.000000,227.000000,4.0000,0.9195,0.5652,0.9538,0.5417,0.9578,0.5532,0.5091
spliceAI+Trap+SPIDEX_dpsi+squirls+spliceogen,0,13.000000,11.000000,13.000000,224.000000,4.0000,0.9080,0.5000,0.9532,0.5417,0.9451,0.5200,0.4697
spliceAI+Trap+SPIDEX_zscore+pangolin+squirls,0,12.000000,12.000000,8.000000,229.000000,4.0000,0.9234,0.6000,0.9502,0.5000,0.9662,0.5455,0.5065
spliceAI+Trap+SPIDEX_zscore+pangolin+spliceogen,0,13.000000,11.000000,10.000000,227.000000,4.0000,0.9195,0.5652,0.9538,0.5417,0.9578,0.5532,0.5091
spliceAI+Trap+SPIDEX_zscore+squirls+spliceogen,0,13.000000,11.000000,13.000000,224.000000,4.0000,0.9080,0.5000,0.9532,0.5417,0.9451,0.5200,0.4697
spliceAI+Trap+pangolin+squirls+spliceogen,0,12.000000,12.000000,8.000000,229.000000,4.0000,0.9234,0.6000,0.9502,0.5000,0.9662,0.5455,0.5065
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,15.000000,9.000000,14.000000,223.000000,4.0000,0.9119,0.5172,0.9612,0.6250,0.9409,0.5660,0.5204
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,15.000000,9.000000,16.000000,221.000000,4.0000,0.9042,0.4839,0.9609,0.6250,0.9325,0.5455,0.4979
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,14.000000,10.000000,28.000000,209.000000,4.0000,0.8544,0.3333,0.9543,0.5833,0.8819,0.4242,0.3658
spliceAI+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,14.000000,10.000000,13.000000,224.000000,4.0000,0.9119,0.5185,0.9573,0.5833,0.9451,0.5490,0.5014
spliceAI+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,13.000000,224.000000,4.0000,0.9119,0.5185,0.9573,0.5833,0.9451,0.5490,0.5014
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,12.000000,12.000000,15.000000,222.000000,4.0000,0.8966,0.4444,0.9487,0.5000,0.9367,0.4706,0.4144
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,13.000000,11.000000,12.000000,225.000000,4.0000,0.9119,0.5200,0.9534,0.5417,0.9494,0.5306,0.4821
Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,13.000000,11.000000,29.000000,208.000000,4.0000,0.8467,0.3095,0.9498,0.5417,0.8776,0.3939,0.3297
Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,12.000000,12.000000,10.000000,227.000000,4.0000,0.9157,0.5455,0.9498,0.5000,0.9578,0.5217,0.4762
Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,12.000000,12.000000,10.000000,227.000000,4.0000,0.9157,0.5455,0.9498,0.5000,0.9578,0.5217,0.4762
SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,24.000000,213.000000,4.0000,0.8697,0.3684,0.9552,0.5833,0.8987,0.4516,0.3950
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,14.000000,10.000000,10.000000,227.000000,4.0000,0.9234,0.5833,0.9578,0.5833,0.9578,0.5833,0.5411
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls,0,13.000000,11.000000,19.000000,218.000000,4.0000,0.8851,0.4062,0.9520,0.5417,0.9198,0.4643,0.4066
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,14.000000,10.000000,18.000000,219.000000,4.0000,0.8927,0.4375,0.9563,0.5833,0.9241,0.5000,0.4470
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls,0,12.000000,12.000000,8.000000,229.000000,4.0000,0.9234,0.6000,0.9502,0.5000,0.9662,0.5455,0.5065
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+spliceogen,0,13.000000,11.000000,10.000000,227.000000,4.0000,0.9195,0.5652,0.9538,0.5417,0.9578,0.5532,0.5091
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+squirls+spliceogen,0,13.000000,11.000000,13.000000,224.000000,4.0000,0.9080,0.5000,0.9532,0.5417,0.9451,0.5200,0.4697
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+squirls,0,12.000000,12.000000,8.000000,229.000000,4.0000,0.9234,0.6000,0.9502,0.5000,0.9662,0.5455,0.5065
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+spliceogen,0,13.000000,11.000000,10.000000,227.000000,4.0000,0.9195,0.5652,0.9538,0.5417,0.9578,0.5532,0.5091
CADD_splice+spliceAI+Trap+SPIDEX_zscore+squirls+spliceogen,0,13.000000,11.000000,13.000000,224.000000,4.0000,0.9080,0.5000,0.9532,0.5417,0.9451,0.5200,0.4697
CADD_splice+spliceAI+Trap+pangolin+squirls+spliceogen,0,12.000000,12.000000,8.000000,229.000000,4.0000,0.9234,0.6000,0.9502,0.5000,0.9662,0.5455,0.5065
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,15.000000,9.000000,14.000000,223.000000,4.0000,0.9119,0.5172,0.9612,0.6250,0.9409,0.5660,0.5204
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,15.000000,9.000000,16.000000,221.000000,4.0000,0.9042,0.4839,0.9609,0.6250,0.9325,0.5455,0.4979
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,14.000000,10.000000,28.000000,209.000000,4.0000,0.8544,0.3333,0.9543,0.5833,0.8819,0.4242,0.3658
CADD_splice+spliceAI+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,14.000000,10.000000,13.000000,224.000000,4.0000,0.9119,0.5185,0.9573,0.5833,0.9451,0.5490,0.5014
CADD_splice+spliceAI+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,13.000000,224.000000,4.0000,0.9119,0.5185,0.9573,0.5833,0.9451,0.5490,0.5014
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,12.000000,12.000000,15.000000,222.000000,4.0000,0.8966,0.4444,0.9487,0.5000,0.9367,0.4706,0.4144
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,13.000000,11.000000,12.000000,225.000000,4.0000,0.9119,0.5200,0.9534,0.5417,0.9494,0.5306,0.4821
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,13.000000,11.000000,29.000000,208.000000,4.0000,0.8467,0.3095,0.9498,0.5417,0.8776,0.3939,0.3297
CADD_splice+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,12.000000,12.000000,10.000000,227.000000,4.0000,0.9157,0.5455,0.9498,0.5000,0.9578,0.5217,0.4762
CADD_splice+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,12.000000,12.000000,10.000000,227.000000,4.0000,0.9157,0.5455,0.9498,0.5000,0.9578,0.5217,0.4762
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,24.000000,213.000000,4.0000,0.8697,0.3684,0.9552,0.5833,0.8987,0.4516,0.3950
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,15.000000,9.000000,23.000000,214.000000,4.0000,0.8774,0.3947,0.9596,0.6250,0.9030,0.4839,0.4325
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,15.000000,9.000000,20.000000,217.000000,4.0000,0.8889,0.4286,0.9602,0.6250,0.9156,0.5085,0.4584
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,14.000000,10.000000,36.000000,201.000000,4.0000,0.8238,0.2800,0.9526,0.5833,0.8481,0.3784,0.3168
spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,14.000000,10.000000,15.000000,222.000000,4.0000,0.9042,0.4828,0.9569,0.5833,0.9367,0.5283,0.4782
spliceAI+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,15.000000,222.000000,4.0000,0.9042,0.4828,0.9569,0.5833,0.9367,0.5283,0.4782
spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,15.000000,9.000000,30.000000,207.000000,4.0000,0.8506,0.3333,0.9583,0.6250,0.8734,0.4348,0.3813
Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,32.000000,205.000000,4.0000,0.8391,0.3043,0.9535,0.5833,0.8650,0.4000,0.3400
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls,0,15.000000,9.000000,23.000000,214.000000,4.0000,0.8774,0.3947,0.9596,0.6250,0.9030,0.4839,0.4325
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+spliceogen,0,15.000000,9.000000,20.000000,217.000000,4.0000,0.8889,0.4286,0.9602,0.6250,0.9156,0.5085,0.4584
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+squirls+spliceogen,0,14.000000,10.000000,36.000000,201.000000,4.0000,0.8238,0.2800,0.9526,0.5833,0.8481,0.3784,0.3168
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+pangolin+squirls+spliceogen,0,14.000000,10.000000,15.000000,222.000000,4.0000,0.9042,0.4828,0.9569,0.5833,0.9367,0.5283,0.4782
CADD_splice+spliceAI+Trap+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,15.000000,222.000000,4.0000,0.9042,0.4828,0.9569,0.5833,0.9367,0.5283,0.4782
CADD_splice+spliceAI+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,15.000000,9.000000,30.000000,207.000000,4.0000,0.8506,0.3333,0.9583,0.6250,0.8734,0.4348,0.3813
CADD_splice+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,14.000000,10.000000,32.000000,205.000000,4.0000,0.8391,0.3043,0.9535,0.5833,0.8650,0.4000,0.3400
spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,15.000000,9.000000,37.000000,200.000000,4.0000,0.8238,0.2885,0.9569,0.6250,0.8439,0.3947,0.3392
CADD_splice+spliceAI+Trap+SPIDEX_dpsi+SPIDEX_zscore+pangolin+squirls+spliceogen,0,15.000000,9.000000,37.000000,200.000000,4.0000,0.8238,0.2885,0.9569,0.6250,0.8439,0.3947,0.3392
CADD_splice+spliceAI,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+Trap+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+Trap+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
spliceAI+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+SPIDEX_zscore,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_dpsi+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
Trap+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore+pangolin,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+SPIDEX_zscore+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_dpsi+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+pangolin+squirls,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+pangolin+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
SPIDEX_zscore+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
pangolin+squirls+spliceogen,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
CADD_splice+spliceAI+Trap+SPIDEX_dpsi,0,0.000000,24.000000,0.000000,237.000000,5.0000,0.9080,nan,0.9080,0.0000,1.0000,nan,nan
